Code,Name,dispCode,updatedCode
U+1F638,grinning cat face with smiling eyes,U0001F638,U0001F638
U+1F639,cat face with tears of joy,U0001F639,U0001F639
U+1F63B,smiling cat face with heart-eyes,U0001F63B,U0001F63B
U+1F63C,cat face with wry smile,U0001F63C,U0001F63C
U+1F63D,kissing cat face with closed eyes,U0001F63D,U0001F63D
U+1F640,weary cat face,U0001F640,U0001F640
U+1F63F,crying cat face,U0001F63F,U0001F63F
U+1F63E,pouting cat face,U0001F63E,U0001F63E
U+1F648,see-no-evil monkey,U0001F648,U0001F648
U+1F649,hear-no-evil monkey,U0001F649,U0001F649
U+1F64A,speak-no-evil monkey,U0001F64A,U0001F64A
U+1F466,boy,U0001F466,U0001F466
U+1F466 U+1F3FB,boy: light skin tone,U0001F466 U0001F3FB,U0001F466 U0001F3FB
U+1F466 U+1F3FC,boy: medium-light skin tone,U0001F466 U0001F3FC,U0001F466 U0001F3FC
U+1F466 U+1F3FD,boy: medium skin tone,U0001F466 U0001F3FD,U0001F466 U0001F3FD
U+1F466 U+1F3FE,boy: medium-dark skin tone,U0001F466 U0001F3FE,U0001F466 U0001F3FE
U+1F466 U+1F3FF,boy: dark skin tone,U0001F466 U0001F3FF,U0001F466 U0001F3FF
U+1F467,girl,U0001F467,U0001F467
U+1F467 U+1F3FB,girl: light skin tone,U0001F467 U0001F3FB,U0001F467 U0001F3FB
U+1F467 U+1F3FC,girl: medium-light skin tone,U0001F467 U0001F3FC,U0001F467 U0001F3FC
U+1F467 U+1F3FD,girl: medium skin tone,U0001F467 U0001F3FD,U0001F467 U0001F3FD
U+1F467 U+1F3FE,girl: medium-dark skin tone,U0001F467 U0001F3FE,U0001F467 U0001F3FE
U+1F467 U+1F3FF,girl: dark skin tone,U0001F467 U0001F3FF,U0001F467 U0001F3FF
U+1F468,man,U0001F468,U0001F468
U+1F468 U+1F3FB,man: light skin tone,U0001F468 U0001F3FB,U0001F468 U0001F3FB
U+1F468 U+1F3FC,man: medium-light skin tone,U0001F468 U0001F3FC,U0001F468 U0001F3FC
U+1F468 U+1F3FD,man: medium skin tone,U0001F468 U0001F3FD,U0001F468 U0001F3FD
U+1F468 U+1F3FE,man: medium-dark skin tone,U0001F468 U0001F3FE,U0001F468 U0001F3FE
U+1F468 U+1F3FF,man: dark skin tone,U0001F468 U0001F3FF,U0001F468 U0001F3FF
U+1F469,woman,U0001F469,U0001F469
U+1F469 U+1F3FB,woman: light skin tone,U0001F469 U0001F3FB,U0001F469 U0001F3FB
U+1F469 U+1F3FC,woman: medium-light skin tone,U0001F469 U0001F3FC,U0001F469 U0001F3FC
U+1F469 U+1F3FD,woman: medium skin tone,U0001F469 U0001F3FD,U0001F469 U0001F3FD
U+1F469 U+1F3FE,woman: medium-dark skin tone,U0001F469 U0001F3FE,U0001F469 U0001F3FE
U+1F469 U+1F3FF,woman: dark skin tone,U0001F469 U0001F3FF,U0001F469 U0001F3FF
U+1F474,old man,U0001F474,U0001F474
U+1F474 U+1F3FB,old man: light skin tone,U0001F474 U0001F3FB,U0001F474 U0001F3FB
U+1F474 U+1F3FC,old man: medium-light skin tone,U0001F474 U0001F3FC,U0001F474 U0001F3FC
U+1F474 U+1F3FD,old man: medium skin tone,U0001F474 U0001F3FD,U0001F474 U0001F3FD
U+1F474 U+1F3FE,old man: medium-dark skin tone,U0001F474 U0001F3FE,U0001F474 U0001F3FE
U+1F474 U+1F3FF,old man: dark skin tone,U0001F474 U0001F3FF,U0001F474 U0001F3FF
U+1F475,old woman,U0001F475,U0001F475
U+1F475 U+1F3FB,old woman: light skin tone,U0001F475 U0001F3FB,U0001F475 U0001F3FB
U+1F475 U+1F3FC,old woman: medium-light skin tone,U0001F475 U0001F3FC,U0001F475 U0001F3FC
U+1F475 U+1F3FD,old woman: medium skin tone,U0001F475 U0001F3FD,U0001F475 U0001F3FD
U+1F475 U+1F3FE,old woman: medium-dark skin tone,U0001F475 U0001F3FE,U0001F475 U0001F3FE
U+1F475 U+1F3FF,old woman: dark skin tone,U0001F475 U0001F3FF,U0001F475 U0001F3FF
U+1F476,baby,U0001F476,U0001F476
U+1F476 U+1F3FB,baby: light skin tone,U0001F476 U0001F3FB,U0001F476 U0001F3FB
U+1F476 U+1F3FC,baby: medium-light skin tone,U0001F476 U0001F3FC,U0001F476 U0001F3FC
U+1F476 U+1F3FD,baby: medium skin tone,U0001F476 U0001F3FD,U0001F476 U0001F3FD
U+1F476 U+1F3FE,baby: medium-dark skin tone,U0001F476 U0001F3FE,U0001F476 U0001F3FE
U+1F476 U+1F3FF,baby: dark skin tone,U0001F476 U0001F3FF,U0001F476 U0001F3FF
U+1F47C,baby angel,U0001F47C,U0001F47C
U+1F47C U+1F3FB,baby angel: light skin tone,U0001F47C U0001F3FB,U0001F47C U0001F3FB
U+1F47C U+1F3FC,baby angel: medium-light skin tone,U0001F47C U0001F3FC,U0001F47C U0001F3FC
U+1F47C U+1F3FD,baby angel: medium skin tone,U0001F47C U0001F3FD,U0001F47C U0001F3FD
U+1F47C U+1F3FE,baby angel: medium-dark skin tone,U0001F47C U0001F3FE,U0001F47C U0001F3FE
U+1F47C U+1F3FF,baby angel: dark skin tone,U0001F47C U0001F3FF,U0001F47C U0001F3FF
U+1F468 U+200D U+2695 U+FE0F,man health worker,U0001F468 U000200D U0002695 U000FE0F,U0001F468 U0000200D U00002695 U0000FE0F
U+1F468 U+1F3FB U+200D U+2695 U+FE0F,man health worker: light skin tone,U0001F468 U0001F3FB U000200D U0002695 U000FE0F,U0001F468 U0001F3FB U0000200D U00002695 U0000FE0F
U+1F468 U+1F3FC U+200D U+2695 U+FE0F,man health worker: medium-light skin tone,U0001F468 U0001F3FC U000200D U0002695 U000FE0F,U0001F468 U0001F3FC U0000200D U00002695 U0000FE0F
U+1F468 U+1F3FD U+200D U+2695 U+FE0F,man health worker: medium skin tone,U0001F468 U0001F3FD U000200D U0002695 U000FE0F,U0001F468 U0001F3FD U0000200D U00002695 U0000FE0F
U+1F468 U+1F3FE U+200D U+2695 U+FE0F,man health worker: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0002695 U000FE0F,U0001F468 U0001F3FE U0000200D U00002695 U0000FE0F
U+1F468 U+1F3FF U+200D U+2695 U+FE0F,man health worker: dark skin tone,U0001F468 U0001F3FF U000200D U0002695 U000FE0F,U0001F468 U0001F3FF U0000200D U00002695 U0000FE0F
U+1F469 U+200D U+2695 U+FE0F,woman health worker,U0001F469 U000200D U0002695 U000FE0F,U0001F469 U0000200D U00002695 U0000FE0F
U+1F469 U+1F3FB U+200D U+2695 U+FE0F,woman health worker: light skin tone,U0001F469 U0001F3FB U000200D U0002695 U000FE0F,U0001F469 U0001F3FB U0000200D U00002695 U0000FE0F
U+1F469 U+1F3FC U+200D U+2695 U+FE0F,woman health worker: medium-light skin tone,U0001F469 U0001F3FC U000200D U0002695 U000FE0F,U0001F469 U0001F3FC U0000200D U00002695 U0000FE0F
U+1F469 U+1F3FD U+200D U+2695 U+FE0F,woman health worker: medium skin tone,U0001F469 U0001F3FD U000200D U0002695 U000FE0F,U0001F469 U0001F3FD U0000200D U00002695 U0000FE0F
U+1F469 U+1F3FE U+200D U+2695 U+FE0F,woman health worker: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0002695 U000FE0F,U0001F469 U0001F3FE U0000200D U00002695 U0000FE0F
U+1F469 U+1F3FF U+200D U+2695 U+FE0F,woman health worker: dark skin tone,U0001F469 U0001F3FF U000200D U0002695 U000FE0F,U0001F469 U0001F3FF U0000200D U00002695 U0000FE0F
U+1F468 U+200D U+1F393,man student,U0001F468 U000200D U0001F393,U0001F468 U0000200D U0001F393
U+1F468 U+1F3FB U+200D U+1F393,man student: light skin tone,U0001F468 U0001F3FB U000200D U0001F393,U0001F468 U0001F3FB U0000200D U0001F393
U+1F468 U+1F3FC U+200D U+1F393,man student: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F393,U0001F468 U0001F3FC U0000200D U0001F393
U+1F468 U+1F3FD U+200D U+1F393,man student: medium skin tone,U0001F468 U0001F3FD U000200D U0001F393,U0001F468 U0001F3FD U0000200D U0001F393
U+1F468 U+1F3FE U+200D U+1F393,man student: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F393,U0001F468 U0001F3FE U0000200D U0001F393
U+1F468 U+1F3FF U+200D U+1F393,man student: dark skin tone,U0001F468 U0001F3FF U000200D U0001F393,U0001F468 U0001F3FF U0000200D U0001F393
U+1F469 U+200D U+1F393,woman student,U0001F469 U000200D U0001F393,U0001F469 U0000200D U0001F393
U+1F469 U+1F3FB U+200D U+1F393,woman student: light skin tone,U0001F469 U0001F3FB U000200D U0001F393,U0001F469 U0001F3FB U0000200D U0001F393
U+1F469 U+1F3FC U+200D U+1F393,woman student: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F393,U0001F469 U0001F3FC U0000200D U0001F393
U+1F469 U+1F3FD U+200D U+1F393,woman student: medium skin tone,U0001F469 U0001F3FD U000200D U0001F393,U0001F469 U0001F3FD U0000200D U0001F393
U+1F469 U+1F3FE U+200D U+1F393,woman student: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F393,U0001F469 U0001F3FE U0000200D U0001F393
U+1F469 U+1F3FF U+200D U+1F393,woman student: dark skin tone,U0001F469 U0001F3FF U000200D U0001F393,U0001F469 U0001F3FF U0000200D U0001F393
U+1F468 U+200D U+1F3EB,man teacher,U0001F468 U000200D U0001F3EB,U0001F468 U0000200D U0001F3EB
U+1F468 U+1F3FB U+200D U+1F3EB,man teacher: light skin tone,U0001F468 U0001F3FB U000200D U0001F3EB,U0001F468 U0001F3FB U0000200D U0001F3EB
U+1F468 U+1F3FC U+200D U+1F3EB,man teacher: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F3EB,U0001F468 U0001F3FC U0000200D U0001F3EB
U+1F468 U+1F3FD U+200D U+1F3EB,man teacher: medium skin tone,U0001F468 U0001F3FD U000200D U0001F3EB,U0001F468 U0001F3FD U0000200D U0001F3EB
U+1F468 U+1F3FE U+200D U+1F3EB,man teacher: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F3EB,U0001F468 U0001F3FE U0000200D U0001F3EB
U+1F468 U+1F3FF U+200D U+1F3EB,man teacher: dark skin tone,U0001F468 U0001F3FF U000200D U0001F3EB,U0001F468 U0001F3FF U0000200D U0001F3EB
U+1F469 U+200D U+1F3EB,woman teacher,U0001F469 U000200D U0001F3EB,U0001F469 U0000200D U0001F3EB
U+1F469 U+1F3FB U+200D U+1F3EB,woman teacher: light skin tone,U0001F469 U0001F3FB U000200D U0001F3EB,U0001F469 U0001F3FB U0000200D U0001F3EB
U+1F469 U+1F3FC U+200D U+1F3EB,woman teacher: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F3EB,U0001F469 U0001F3FC U0000200D U0001F3EB
U+1F469 U+1F3FD U+200D U+1F3EB,woman teacher: medium skin tone,U0001F469 U0001F3FD U000200D U0001F3EB,U0001F469 U0001F3FD U0000200D U0001F3EB
U+1F469 U+1F3FE U+200D U+1F3EB,woman teacher: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F3EB,U0001F469 U0001F3FE U0000200D U0001F3EB
U+1F469 U+1F3FF U+200D U+1F3EB,woman teacher: dark skin tone,U0001F469 U0001F3FF U000200D U0001F3EB,U0001F469 U0001F3FF U0000200D U0001F3EB
U+1F468 U+200D U+2696 U+FE0F,man judge,U0001F468 U000200D U0002696 U000FE0F,U0001F468 U0000200D U00002696 U0000FE0F
U+1F468 U+1F3FB U+200D U+2696 U+FE0F,man judge: light skin tone,U0001F468 U0001F3FB U000200D U0002696 U000FE0F,U0001F468 U0001F3FB U0000200D U00002696 U0000FE0F
U+1F468 U+1F3FC U+200D U+2696 U+FE0F,man judge: medium-light skin tone,U0001F468 U0001F3FC U000200D U0002696 U000FE0F,U0001F468 U0001F3FC U0000200D U00002696 U0000FE0F
U+1F468 U+1F3FD U+200D U+2696 U+FE0F,man judge: medium skin tone,U0001F468 U0001F3FD U000200D U0002696 U000FE0F,U0001F468 U0001F3FD U0000200D U00002696 U0000FE0F
U+1F468 U+1F3FE U+200D U+2696 U+FE0F,man judge: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0002696 U000FE0F,U0001F468 U0001F3FE U0000200D U00002696 U0000FE0F
U+1F468 U+1F3FF U+200D U+2696 U+FE0F,man judge: dark skin tone,U0001F468 U0001F3FF U000200D U0002696 U000FE0F,U0001F468 U0001F3FF U0000200D U00002696 U0000FE0F
U+1F469 U+200D U+2696 U+FE0F,woman judge,U0001F469 U000200D U0002696 U000FE0F,U0001F469 U0000200D U00002696 U0000FE0F
U+1F469 U+1F3FB U+200D U+2696 U+FE0F,woman judge: light skin tone,U0001F469 U0001F3FB U000200D U0002696 U000FE0F,U0001F469 U0001F3FB U0000200D U00002696 U0000FE0F
U+1F469 U+1F3FC U+200D U+2696 U+FE0F,woman judge: medium-light skin tone,U0001F469 U0001F3FC U000200D U0002696 U000FE0F,U0001F469 U0001F3FC U0000200D U00002696 U0000FE0F
U+1F469 U+1F3FD U+200D U+2696 U+FE0F,woman judge: medium skin tone,U0001F469 U0001F3FD U000200D U0002696 U000FE0F,U0001F469 U0001F3FD U0000200D U00002696 U0000FE0F
U+1F469 U+1F3FE U+200D U+2696 U+FE0F,woman judge: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0002696 U000FE0F,U0001F469 U0001F3FE U0000200D U00002696 U0000FE0F
U+1F469 U+1F3FF U+200D U+2696 U+FE0F,woman judge: dark skin tone,U0001F469 U0001F3FF U000200D U0002696 U000FE0F,U0001F469 U0001F3FF U0000200D U00002696 U0000FE0F
U+1F468 U+200D U+1F33E,man farmer,U0001F468 U000200D U0001F33E,U0001F468 U0000200D U0001F33E
U+1F468 U+1F3FB U+200D U+1F33E,man farmer: light skin tone,U0001F468 U0001F3FB U000200D U0001F33E,U0001F468 U0001F3FB U0000200D U0001F33E
U+1F468 U+1F3FC U+200D U+1F33E,man farmer: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F33E,U0001F468 U0001F3FC U0000200D U0001F33E
U+1F468 U+1F3FD U+200D U+1F33E,man farmer: medium skin tone,U0001F468 U0001F3FD U000200D U0001F33E,U0001F468 U0001F3FD U0000200D U0001F33E
U+1F468 U+1F3FE U+200D U+1F33E,man farmer: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F33E,U0001F468 U0001F3FE U0000200D U0001F33E
U+1F468 U+1F3FF U+200D U+1F33E,man farmer: dark skin tone,U0001F468 U0001F3FF U000200D U0001F33E,U0001F468 U0001F3FF U0000200D U0001F33E
U+1F469 U+200D U+1F33E,woman farmer,U0001F469 U000200D U0001F33E,U0001F469 U0000200D U0001F33E
U+1F469 U+1F3FB U+200D U+1F33E,woman farmer: light skin tone,U0001F469 U0001F3FB U000200D U0001F33E,U0001F469 U0001F3FB U0000200D U0001F33E
U+1F469 U+1F3FC U+200D U+1F33E,woman farmer: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F33E,U0001F469 U0001F3FC U0000200D U0001F33E
U+1F469 U+1F3FD U+200D U+1F33E,woman farmer: medium skin tone,U0001F469 U0001F3FD U000200D U0001F33E,U0001F469 U0001F3FD U0000200D U0001F33E
U+1F469 U+1F3FE U+200D U+1F33E,woman farmer: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F33E,U0001F469 U0001F3FE U0000200D U0001F33E
U+1F469 U+1F3FF U+200D U+1F33E,woman farmer: dark skin tone,U0001F469 U0001F3FF U000200D U0001F33E,U0001F469 U0001F3FF U0000200D U0001F33E
U+1F468 U+200D U+1F373,man cook,U0001F468 U000200D U0001F373,U0001F468 U0000200D U0001F373
U+1F468 U+1F3FB U+200D U+1F373,man cook: light skin tone,U0001F468 U0001F3FB U000200D U0001F373,U0001F468 U0001F3FB U0000200D U0001F373
U+1F468 U+1F3FC U+200D U+1F373,man cook: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F373,U0001F468 U0001F3FC U0000200D U0001F373
U+1F468 U+1F3FD U+200D U+1F373,man cook: medium skin tone,U0001F468 U0001F3FD U000200D U0001F373,U0001F468 U0001F3FD U0000200D U0001F373
U+1F468 U+1F3FE U+200D U+1F373,man cook: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F373,U0001F468 U0001F3FE U0000200D U0001F373
U+1F468 U+1F3FF U+200D U+1F373,man cook: dark skin tone,U0001F468 U0001F3FF U000200D U0001F373,U0001F468 U0001F3FF U0000200D U0001F373
U+1F469 U+200D U+1F373,woman cook,U0001F469 U000200D U0001F373,U0001F469 U0000200D U0001F373
U+1F469 U+1F3FB U+200D U+1F373,woman cook: light skin tone,U0001F469 U0001F3FB U000200D U0001F373,U0001F469 U0001F3FB U0000200D U0001F373
U+1F469 U+1F3FC U+200D U+1F373,woman cook: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F373,U0001F469 U0001F3FC U0000200D U0001F373
U+1F469 U+1F3FD U+200D U+1F373,woman cook: medium skin tone,U0001F469 U0001F3FD U000200D U0001F373,U0001F469 U0001F3FD U0000200D U0001F373
U+1F469 U+1F3FE U+200D U+1F373,woman cook: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F373,U0001F469 U0001F3FE U0000200D U0001F373
U+1F469 U+1F3FF U+200D U+1F373,woman cook: dark skin tone,U0001F469 U0001F3FF U000200D U0001F373,U0001F469 U0001F3FF U0000200D U0001F373
U+1F468 U+200D U+1F527,man mechanic,U0001F468 U000200D U0001F527,U0001F468 U0000200D U0001F527
U+1F468 U+1F3FB U+200D U+1F527,man mechanic: light skin tone,U0001F468 U0001F3FB U000200D U0001F527,U0001F468 U0001F3FB U0000200D U0001F527
U+1F468 U+1F3FC U+200D U+1F527,man mechanic: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F527,U0001F468 U0001F3FC U0000200D U0001F527
U+1F468 U+1F3FD U+200D U+1F527,man mechanic: medium skin tone,U0001F468 U0001F3FD U000200D U0001F527,U0001F468 U0001F3FD U0000200D U0001F527
U+1F468 U+1F3FE U+200D U+1F527,man mechanic: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F527,U0001F468 U0001F3FE U0000200D U0001F527
U+1F468 U+1F3FF U+200D U+1F527,man mechanic: dark skin tone,U0001F468 U0001F3FF U000200D U0001F527,U0001F468 U0001F3FF U0000200D U0001F527
U+1F469 U+200D U+1F527,woman mechanic,U0001F469 U000200D U0001F527,U0001F469 U0000200D U0001F527
U+1F469 U+1F3FB U+200D U+1F527,woman mechanic: light skin tone,U0001F469 U0001F3FB U000200D U0001F527,U0001F469 U0001F3FB U0000200D U0001F527
U+1F469 U+1F3FC U+200D U+1F527,woman mechanic: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F527,U0001F469 U0001F3FC U0000200D U0001F527
U+1F469 U+1F3FD U+200D U+1F527,woman mechanic: medium skin tone,U0001F469 U0001F3FD U000200D U0001F527,U0001F469 U0001F3FD U0000200D U0001F527
U+1F469 U+1F3FE U+200D U+1F527,woman mechanic: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F527,U0001F469 U0001F3FE U0000200D U0001F527
U+1F469 U+1F3FF U+200D U+1F527,woman mechanic: dark skin tone,U0001F469 U0001F3FF U000200D U0001F527,U0001F469 U0001F3FF U0000200D U0001F527
U+1F468 U+200D U+1F3ED,man factory worker,U0001F468 U000200D U0001F3ED,U0001F468 U0000200D U0001F3ED
U+1F468 U+1F3FB U+200D U+1F3ED,man factory worker: light skin tone,U0001F468 U0001F3FB U000200D U0001F3ED,U0001F468 U0001F3FB U0000200D U0001F3ED
U+1F468 U+1F3FC U+200D U+1F3ED,man factory worker: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F3ED,U0001F468 U0001F3FC U0000200D U0001F3ED
U+1F468 U+1F3FD U+200D U+1F3ED,man factory worker: medium skin tone,U0001F468 U0001F3FD U000200D U0001F3ED,U0001F468 U0001F3FD U0000200D U0001F3ED
U+1F468 U+1F3FE U+200D U+1F3ED,man factory worker: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F3ED,U0001F468 U0001F3FE U0000200D U0001F3ED
U+1F468 U+1F3FF U+200D U+1F3ED,man factory worker: dark skin tone,U0001F468 U0001F3FF U000200D U0001F3ED,U0001F468 U0001F3FF U0000200D U0001F3ED
U+1F469 U+200D U+1F3ED,woman factory worker,U0001F469 U000200D U0001F3ED,U0001F469 U0000200D U0001F3ED
U+1F469 U+1F3FB U+200D U+1F3ED,woman factory worker: light skin tone,U0001F469 U0001F3FB U000200D U0001F3ED,U0001F469 U0001F3FB U0000200D U0001F3ED
U+1F469 U+1F3FC U+200D U+1F3ED,woman factory worker: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F3ED,U0001F469 U0001F3FC U0000200D U0001F3ED
U+1F469 U+1F3FD U+200D U+1F3ED,woman factory worker: medium skin tone,U0001F469 U0001F3FD U000200D U0001F3ED,U0001F469 U0001F3FD U0000200D U0001F3ED
U+1F469 U+1F3FE U+200D U+1F3ED,woman factory worker: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F3ED,U0001F469 U0001F3FE U0000200D U0001F3ED
U+1F469 U+1F3FF U+200D U+1F3ED,woman factory worker: dark skin tone,U0001F469 U0001F3FF U000200D U0001F3ED,U0001F469 U0001F3FF U0000200D U0001F3ED
U+1F468 U+200D U+1F4BC,man office worker,U0001F468 U000200D U0001F4BC,U0001F468 U0000200D U0001F4BC
U+1F468 U+1F3FB U+200D U+1F4BC,man office worker: light skin tone,U0001F468 U0001F3FB U000200D U0001F4BC,U0001F468 U0001F3FB U0000200D U0001F4BC
U+1F468 U+1F3FC U+200D U+1F4BC,man office worker: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F4BC,U0001F468 U0001F3FC U0000200D U0001F4BC
U+1F468 U+1F3FD U+200D U+1F4BC,man office worker: medium skin tone,U0001F468 U0001F3FD U000200D U0001F4BC,U0001F468 U0001F3FD U0000200D U0001F4BC
U+1F468 U+1F3FE U+200D U+1F4BC,man office worker: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F4BC,U0001F468 U0001F3FE U0000200D U0001F4BC
U+1F468 U+1F3FF U+200D U+1F4BC,man office worker: dark skin tone,U0001F468 U0001F3FF U000200D U0001F4BC,U0001F468 U0001F3FF U0000200D U0001F4BC
U+1F469 U+200D U+1F4BC,woman office worker,U0001F469 U000200D U0001F4BC,U0001F469 U0000200D U0001F4BC
U+1F469 U+1F3FB U+200D U+1F4BC,woman office worker: light skin tone,U0001F469 U0001F3FB U000200D U0001F4BC,U0001F469 U0001F3FB U0000200D U0001F4BC
U+1F469 U+1F3FC U+200D U+1F4BC,woman office worker: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F4BC,U0001F469 U0001F3FC U0000200D U0001F4BC
U+1F469 U+1F3FD U+200D U+1F4BC,woman office worker: medium skin tone,U0001F469 U0001F3FD U000200D U0001F4BC,U0001F469 U0001F3FD U0000200D U0001F4BC
U+1F469 U+1F3FE U+200D U+1F4BC,woman office worker: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F4BC,U0001F469 U0001F3FE U0000200D U0001F4BC
U+1F469 U+1F3FF U+200D U+1F4BC,woman office worker: dark skin tone,U0001F469 U0001F3FF U000200D U0001F4BC,U0001F469 U0001F3FF U0000200D U0001F4BC
U+1F468 U+200D U+1F52C,man scientist,U0001F468 U000200D U0001F52C,U0001F468 U0000200D U0001F52C
U+1F468 U+1F3FB U+200D U+1F52C,man scientist: light skin tone,U0001F468 U0001F3FB U000200D U0001F52C,U0001F468 U0001F3FB U0000200D U0001F52C
U+1F468 U+1F3FC U+200D U+1F52C,man scientist: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F52C,U0001F468 U0001F3FC U0000200D U0001F52C
U+1F468 U+1F3FD U+200D U+1F52C,man scientist: medium skin tone,U0001F468 U0001F3FD U000200D U0001F52C,U0001F468 U0001F3FD U0000200D U0001F52C
U+1F468 U+1F3FE U+200D U+1F52C,man scientist: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F52C,U0001F468 U0001F3FE U0000200D U0001F52C
U+1F468 U+1F3FF U+200D U+1F52C,man scientist: dark skin tone,U0001F468 U0001F3FF U000200D U0001F52C,U0001F468 U0001F3FF U0000200D U0001F52C
U+1F469 U+200D U+1F52C,woman scientist,U0001F469 U000200D U0001F52C,U0001F469 U0000200D U0001F52C
U+1F469 U+1F3FB U+200D U+1F52C,woman scientist: light skin tone,U0001F469 U0001F3FB U000200D U0001F52C,U0001F469 U0001F3FB U0000200D U0001F52C
U+1F469 U+1F3FC U+200D U+1F52C,woman scientist: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F52C,U0001F469 U0001F3FC U0000200D U0001F52C
U+1F469 U+1F3FD U+200D U+1F52C,woman scientist: medium skin tone,U0001F469 U0001F3FD U000200D U0001F52C,U0001F469 U0001F3FD U0000200D U0001F52C
U+1F469 U+1F3FE U+200D U+1F52C,woman scientist: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F52C,U0001F469 U0001F3FE U0000200D U0001F52C
U+1F469 U+1F3FF U+200D U+1F52C,woman scientist: dark skin tone,U0001F469 U0001F3FF U000200D U0001F52C,U0001F469 U0001F3FF U0000200D U0001F52C
U+1F468 U+200D U+1F4BB,man technologist,U0001F468 U000200D U0001F4BB,U0001F468 U0000200D U0001F4BB
U+1F468 U+1F3FB U+200D U+1F4BB,man technologist: light skin tone,U0001F468 U0001F3FB U000200D U0001F4BB,U0001F468 U0001F3FB U0000200D U0001F4BB
U+1F468 U+1F3FC U+200D U+1F4BB,man technologist: medium-light skin tone,U0001F468 U0001F3FC U000200D U0001F4BB,U0001F468 U0001F3FC U0000200D U0001F4BB
U+1F468 U+1F3FD U+200D U+1F4BB,man technologist: medium skin tone,U0001F468 U0001F3FD U000200D U0001F4BB,U0001F468 U0001F3FD U0000200D U0001F4BB
U+1F468 U+1F3FE U+200D U+1F4BB,man technologist: medium-dark skin tone,U0001F468 U0001F3FE U000200D U0001F4BB,U0001F468 U0001F3FE U0000200D U0001F4BB
U+1F468 U+1F3FF U+200D U+1F4BB,man technologist: dark skin tone,U0001F468 U0001F3FF U000200D U0001F4BB,U0001F468 U0001F3FF U0000200D U0001F4BB
U+1F469 U+200D U+1F4BB,woman technologist,U0001F469 U000200D U0001F4BB,U0001F469 U0000200D U0001F4BB
U+1F469 U+1F3FB U+200D U+1F4BB,woman technologist: light skin tone,U0001F469 U0001F3FB U000200D U0001F4BB,U0001F469 U0001F3FB U0000200D U0001F4BB
U+1F469 U+1F3FC U+200D U+1F4BB,woman technologist: medium-light skin tone,U0001F469 U0001F3FC U000200D U0001F4BB,U0001F469 U0001F3FC U0000200D U0001F4BB
U+1F469 U+1F3FD U+200D U+1F4BB,woman technologist: medium skin tone,U0001F469 U0001F3FD U000200D U0001F4BB,U0001F469 U0001F3FD U0000200D U0001F4BB
U+1F469 U+1F3FE U+200D U+1F4BB,woman technologist: medium-dark skin tone,U0001F469 U0001F3FE U000200D U0001F4BB,U0001F469 U0001F3FE U0000200D U0001F4BB
U+1F469 U+1F3FF U+200D U+1F4BB,woman technologist: dark skin tone,U0001F469 U0001F3FF U000200D U0001F4BB,U0001F469 U0001F3FF U0000200D U0001F4BB
U+1F468 U+200D U+1F3A4,man singer,U0001F468 U000200D U0001F3A4,U0001F468 U0000200D U0001F3A4
U+1F468 U+1F3FB U+200D U+1F3A4,man singer: light skin tone,U0001F468 U0001F3FB U000200D U0001F3A4,U0001F468 U0001F3FB U0000200D U0001F3A4
