Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/04  07:00:00,896.103236568,102.087533008,446.138299197,0.0,65.1572554096,176.889270242,471.669809434,434.4047129,28.3233498048,8.94174672953
 03/04  08:00:00,1009.48692774,102.443400573,445.450698718,0.0,109.682768182,220.96816451,666.446370466,606.764952985,42.4850247072,17.1963927742
 03/04  09:00:00,1009.70244332,102.442066984,434.955241373,0.0,109.682768182,220.96816451,606.835203793,529.657940256,56.6466996096,20.5305639276
 03/04  10:00:00,1102.29765923,103.18046207,418.114022485,0.0,131.945524568,266.955817592,542.760729939,476.928143379,42.4850247072,23.3475618526
 03/04  11:00:00,1098.5546907,103.478291501,405.539872033,0.0,131.945524568,274.45309292,542.843991199,436.696562472,70.808374512,35.3390542149
 03/04  12:00:00,1094.00163705,103.911747052,398.891452653,0.0,131.945524568,274.45309292,500.464577037,403.151020867,70.808374512,26.5051816585
 03/04  13:00:00,1044.01134986,104.077815417,379.115599521,0.0,131.945524568,274.45309292,489.726977871,383.592455421,70.808374512,35.3261479387
 03/04  14:00:00,1030.41794994,104.150139623,372.118004999,0.0,131.945524568,266.955817592,452.091123769,368.937792831,56.6466996096,26.5066313288
 03/04  15:00:00,1037.6490311,103.964317754,380.396894515,0.0,131.945524568,266.955817592,454.643426464,385.66221889,42.4850247072,26.4961828664
 03/04  16:00:00,960.81769582,102.087533008,382.349386019,0.0,109.682768182,212.545889182,410.831544196,318.854237111,56.6466996096,35.3306074754
 03/04  17:00:00,989.10308836,102.087533008,404.87545351,0.0,109.682768182,220.04316451,461.894903983,350.426869994,84.9700494144,26.4979845746
 03/04  18:00:00,950.784328561,102.087533008,409.409433706,0.0,109.682768182,220.04316451,480.524118216,369.188914002,84.9700494144,26.3651548001
 03/04  19:00:00,929.222529075,102.087533008,411.515108531,0.0,100.150657288,199.110933808,514.056755513,411.667761631,84.9700494144,17.4189444672
 03/04  20:00:00,919.216937078,102.087533008,408.106094874,0.0,100.150657288,191.61365848,484.371157148,419.006598745,56.6466996096,8.7178587941
 03/04  21:00:00,804.539485054,102.087533008,404.752573188,0.0,55.6251445156,124.558693486,534.58406921,460.51893818,56.6466996096,17.4184314204
 03/04  22:00:00,807.730239183,102.087533008,408.594069157,0.0,55.6251445156,124.558693486,528.16805817,468.266090647,42.4850247072,17.4169428159
 03/04  23:00:00,796.118740038,102.087533008,406.891231019,0.0,46.0930336215,124.558693486,521.080013176,484.038361172,28.3233498048,8.71830219967
 03/04  24:00:00,795.352969076,102.087533008,404.833765186,0.0,46.0930336215,124.558693486,519.935728416,488.35477491,14.1616749024,17.4192786034
 03/05  01:00:00,775.194629052,102.087533008,408.532369354,0.0,34.9616554283,113.312780494,518.735822994,495.651706309,5.66466996096,17.4194467246
 03/05  02:00:00,773.53457181,102.087533008,406.789172512,0.0,34.9616554283,113.312780494,522.005920149,498.924871777,5.66466996096,17.4163784109
 03/05  03:00:00,793.432343081,102.087533008,428.288603458,0.0,34.9616554283,113.312780494,525.452531461,511.068372538,5.66466996096,8.7194889616
 03/05  04:00:00,795.246431093,102.087533008,430.502962187,0.0,34.9616554283,113.312780494,541.037511097,517.954121752,5.66466996096,17.4187193842
 03/05  05:00:00,803.854731429,102.087533008,428.800618951,0.0,44.4937663224,113.312780494,532.781433143,509.699518447,5.66466996096,17.4172447349
 03/05  06:00:00,811.211953459,102.087533008,436.836592502,0.0,44.4937663224,113.312780494,536.035734344,513.154083163,14.1616749024,8.71997627817
 03/05  07:00:00,882.900196851,102.087533008,443.77799024,0.0,54.0258772165,176.889270242,500.23625901,454.496272932,28.3233498048,17.4166362729
 03/05  08:00:00,879.130119261,102.087533008,440.272580332,0.0,54.0258772165,184.38654557,502.132708214,442.229515376,42.4850247072,17.41816813
 03/05  09:00:00,963.466783133,102.087533008,445.578094577,0.0,65.1572554096,220.04316451,491.649042521,417.504383264,56.6466996096,17.4979596472
 03/05  10:00:00,948.857984858,102.087533008,438.065035935,0.0,65.1572554096,212.545889182,484.476975596,415.638205323,42.4850247072,26.3537455654
 03/05  11:00:00,962.505429839,102.087533008,444.801111797,0.0,65.1572554096,220.04316451,506.256074754,408.965709605,70.808374512,26.4819906367
 03/05  12:00:00,961.941765529,102.087533008,443.500909489,0.0,65.1572554096,220.04316451,491.395105721,394.109590243,70.808374512,26.4771409659
 03/05  13:00:00,956.427392341,102.087533008,438.832626017,0.0,65.1572554096,220.04316451,500.799237838,394.696974922,70.808374512,35.2938884032
 03/05  14:00:00,954.689677566,102.087533008,444.695769162,0.0,65.1572554096,212.545889182,458.198722475,375.072452273,56.6466996096,26.4795705918
 03/05  15:00:00,952.917976516,102.087533008,443.066055963,0.0,65.1572554096,212.545889182,432.95076447,363.98888167,42.4850247072,26.476858093
 03/05  16:00:00,953.28369974,102.087533008,443.695438444,0.0,65.1572554096,212.545889182,442.753306683,359.631758678,56.6466996096,26.4748483959
 03/05  17:00:00,928.692528031,102.087533008,444.781830565,0.0,65.1572554096,220.04316451,490.075144512,369.806050926,84.9700494144,35.2990441715
 03/05  18:00:00,881.910542387,102.087533008,444.863280451,0.0,54.0258772165,184.38654557,515.866818285,408.80441168,84.9700494144,22.0923571906
 03/05  19:00:00,864.812939241,102.087533008,443.257383114,0.0,44.4937663224,163.454314868,561.744905579,463.831678921,84.9700494144,12.9431772437
 03/05  20:00:00,855.713418901,102.087533008,441.272313896,0.0,44.4937663224,155.95703954,550.493203123,476.428257831,56.6466996096,17.4182456827
 03/05  21:00:00,823.525971124,102.087533008,440.767538114,0.0,44.4937663224,124.558693486,589.430131722,515.366623516,56.6466996096,17.4168085965
 03/05  22:00:00,822.652731493,102.087533008,440.402615263,0.0,44.4937663224,124.558693486,575.733217634,524.528459909,42.4850247072,8.71973301845
 03/05  23:00:00,811.764321148,102.087533008,439.574812944,0.0,34.9616554283,124.558693486,587.653620664,541.914066087,28.3233498048,17.4162047719
 03/05  24:00:00,810.275195003,102.087533008,438.104646452,0.0,34.9616554283,124.558693486,584.58831613,553.008935716,14.1616749024,17.4177055115
 03/06  01:00:00,805.285741622,102.087533008,435.052934928,0.0,46.0930336215,113.312780494,574.810302406,560.425436632,5.66466996096,8.72019581321
 03/06  02:00:00,803.28286071,102.087533008,433.237331413,0.0,46.0930336215,113.312780494,590.300175894,567.218526204,5.66466996096,17.4169797299
 03/06  03:00:00,802.922011413,102.087533008,432.860834678,0.0,46.0930336215,113.312780494,593.928467797,570.845284622,5.66466996096,17.4185132143
 03/06  04:00:00,803.778433522,102.087533008,433.607173933,0.0,46.0930336215,113.312780494,585.986060555,571.603743638,5.66466996096,8.71764695637
 03/06  05:00:00,895.889854893,102.087533008,435.22500243,0.0,100.150657288,148.969399434,569.287071222,546.204558312,5.66466996096,17.4178429486
 03/06  06:00:00,898.029196822,102.087533008,435.78166585,0.0,100.150657288,149.894399434,972.928655951,941.34754097,14.1616749024,17.4194400782
 03/06  07:00:00,1118.46124993,102.379142878,435.105800568,0.0,176.471037341,302.612436532,674.247253755,637.205833654,28.3233498048,8.71807029636
 03/06  08:00:00,1235.79960975,102.730335127,435.722576174,0.0,243.2593065,310.10971186,621.143629599,552.286498438,42.4850247072,26.3721064544
 03/06  09:00:00,1283.07778364,102.904123918,440.165831514,0.0,243.2593065,310.10971186,595.219193103,503.231901768,56.6466996096,35.3405917254
 03/06  10:00:00,1311.46597898,103.304319326,433.043016282,0.0,243.2593065,302.612436532,532.1275156,454.168929861,42.4850247072,35.4735610312
 03/06  11:00:00,1304.23260727,103.588520984,414.352120263,0.0,243.2593065,310.10971186,520.943043604,414.440349699,70.808374512,35.6943193928
 03/06  12:00:00,1296.91316196,104.029099283,400.351205691,0.0,243.2593065,310.10971186,511.977118283,396.454027187,70.808374512,44.7147165836
 03/06  13:00:00,1233.30378572,104.907216466,382.943923021,0.0,243.2593065,310.10971186,489.123860995,382.74150012,70.808374512,35.5739863631
 03/06  14:00:00,1255.52434572,106.239358862,369.973406275,0.0,243.2593065,302.612436532,450.887913603,349.527508938,56.6466996096,44.7137050548
 03/06  15:00:00,1259.07106791,107.54396382,372.15984368,0.0,243.2593065,302.612436532,408.852515145,323.82765632,42.4850247072,42.5398341176
 03/06  16:00:00,1268.63908841,108.989495536,380.912767045,0.0,243.2593065,302.612436532,414.535122428,320.187042491,56.6466996096,37.7013803274
 03/06  17:00:00,1285.18734806,109.782956984,390.914330866,0.0,243.2593065,310.10971186,452.221661618,331.826431515,84.9700494144,35.4251806881
 03/06  18:00:00,1297.28399024,109.976696519,403.896325732,0.0,243.2593065,310.10971186,460.395023482,357.891865053,84.9700494144,17.5331090143
 03/06  19:00:00,1055.84666431,102.087533008,420.023243592,0.0,166.938926447,199.110933808,484.935457776,382.49632363,84.9700494144,17.4690847317
 03/06  20:00:00,1056.77179085,102.087533008,419.815981934,0.0,166.938926447,191.61365848,476.536646938,402.423844857,56.6466996096,17.4661024718
 03/06  21:00:00,926.606764086,102.087533008,432.226977115,0.0,100.150657288,124.558693486,528.114333226,453.999064571,56.6466996096,17.4685690458
 03/06  22:00:00,892.418139779,102.087533008,440.095259955,0.0,100.150657288,124.558693486,527.166154606,467.257453105,42.4850247072,17.4236767939
 03/06  23:00:00,827.168535395,102.087533008,442.704465403,0.0,46.0930336215,124.558693486,533.770007535,488.030051623,28.3233498048,17.4166061069
 03/06  24:00:00,828.213168198,102.087533008,443.212867274,0.0,46.0930336215,124.558693486,519.307122103,496.425825255,14.1616749024,8.71962194578
 03/07  01:00:00,815.266370431,102.087533008,442.679322895,0.0,46.0930336215,113.312780494,523.874178788,500.79196806,5.66466996096,17.4175407674
 03/07  02:00:00,816.381831897,102.087533008,443.353376982,0.0,46.0930336215,113.312780494,525.391756534,502.309742243,5.66466996096,17.4173443306
 03/07  03:00:00,814.854924049,102.087533008,443.030540286,0.0,46.0930336215,113.312780494,524.372745729,509.988045729,5.66466996096,8.72003003879
 03/07  04:00:00,811.710116293,102.087533008,440.296005049,0.0,46.0930336215,113.312780494,538.367705877,515.286344479,5.66466996096,17.4166914369
 03/07  05:00:00,902.834967412,102.087533008,439.086788228,0.0,100.150657288,148.969399434,523.579035157,500.496149057,5.66466996096,17.4182161388
 03/07  06:00:00,900.874179716,102.281340771,436.338596732,0.0,100.150657288,149.894399434,747.224377905,724.345184156,14.1616749024,8.71751884693
 03/07  07:00:00,1120.10688282,103.282108306,434.636720405,0.0,176.471037341,302.612436532,583.851756517,538.11067041,28.3233498048,17.4177363015
 03/07  08:00:00,1237.09358815,104.626796548,434.473917554,0.0,243.2593065,310.10971186,530.289099939,461.430674067,42.4850247072,26.3734011652
 03/07  09:00:00,1279.16254784,105.877748021,431.837413132,0.0,243.2593065,310.10971186,487.638430217,404.481806324,56.6466996096,26.5099242835
 03/07  10:00:00,1286.51577703,107.125716513,401.954434589,0.0,243.2593065,302.612436532,446.83604459,368.860866465,42.4850247072,35.4901534175
 03/07  11:00:00,1284.98408295,108.522082875,390.383812905,0.0,243.2593065,310.10971186,459.397836657,343.96621271,70.808374512,44.623249435
 03/07  12:00:00,1275.28013944,110.166529806,370.844500769,0.0,243.2593065,310.10971186,447.253848582,331.728665923,70.808374512,44.7168081467
 03/07  13:00:00,1251.79099255,111.957688401,345.557010693,0.0,243.2593065,310.10971186,423.661568546,317.292003493,70.808374512,35.561190541
 03/07  14:00:00,1278.38348355,113.521012698,338.198332343,0.0,243.2593065,302.612436532,398.518282789,297.155856195,56.6466996096,44.7157269837
 03/07  15:00:00,1245.34289679,114.92133899,349.012284568,0.0,243.2593065,302.612436532,366.75257412,288.576282428,42.4850247072,35.6912669847
 03/07  16:00:00,1257.19962976,115.793588256,359.942777944,0.0,243.2593065,302.612436532,374.126552592,281.845124444,56.6466996096,35.6347285392
 03/07  17:00:00,1288.7940302,116.435013297,386.693926584,0.0,243.2593065,310.10971186,420.701141593,300.293083574,84.9700494144,35.438008605
 03/07  18:00:00,1315.76658994,115.700275117,417.04375072,0.0,243.2593065,310.10971186,446.252008725,334.994634086,84.9700494144,26.2873252244
 03/07  19:00:00,1079.11333092,102.087533008,446.626359649,0.0,166.938926447,199.110933808,480.413146829,377.97610444,84.9700494144,17.4669929752
 03/07  20:00:00,1065.1296706,102.087533008,440.222114662,0.0,166.938926447,191.61365848,471.447484413,397.333342046,56.6466996096,17.4674427576
 03/07  21:00:00,928.022300216,102.087533008,438.159857187,0.0,100.150657288,124.558693486,522.383461823,448.26879969,56.6466996096,17.4679625237
 03/07  22:00:00,886.174586409,102.087533008,436.95555208,0.0,100.150657288,124.558693486,515.697650606,464.491695717,42.4850247072,8.72093018196
 03/07  23:00:00,816.512251056,102.087533008,434.812181937,0.0,46.0930336215,124.558693486,533.293353669,487.551129277,28.3233498048,17.4188745873
 03/07  24:00:00,815.037720094,102.087533008,432.441581651,0.0,46.0930336215,124.558693486,527.502834533,495.923712753,14.1616749024,17.4174468771
 03/08  01:00:00,800.59750513,102.087533008,430.641640169,0.0,46.0930336215,113.312780494,525.590342784,502.50972002,5.66466996096,17.4159528037
 03/08  02:00:00,800.89804794,102.087533008,430.887260621,0.0,46.0930336215,113.312780494,523.926155682,509.542254127,5.66466996096,8.71923159383
 03/08  03:00:00,799.879766742,102.087533008,430.029119791,0.0,46.0930336215,113.312780494,537.73672509,514.653880192,5.66466996096,17.4181749368
 03/08  04:00:00,796.900482323,102.087533008,427.28300326,0.0,46.0930336215,113.312780494,543.644577472,520.563228528,5.66466996096,17.4166789836
 03/08  05:00:00,884.313927105,102.087533008,424.42550504,0.0,100.150657288,148.969399434,517.560292847,503.175960627,5.66466996096,8.71966226001
 03/08  06:00:00,882.724875277,102.566854951,421.210162751,0.0,100.150657288,149.894399434,725.185715526,693.606935985,14.1616749024,17.4171046385
 03/08  07:00:00,1102.42930122,104.034594022,418.300865823,0.0,176.471037341,302.612436532,576.296515264,530.555669168,28.3233498048,17.417496291
 03/08  08:00:00,1222.73896742,106.459463058,420.274220403,0.0,243.2593065,310.10971186,535.239060162,475.165811094,42.4850247072,17.5882243608
 03/08  09:00:00,1272.88835541,107.710771411,427.367611997,0.0,243.2593065,310.10971186,531.952321579,439.960218028,56.6466996096,35.3454039417
 03/08  10:00:00,1317.99926695,109.004975475,436.111198415,0.0,243.2593065,302.612436532,474.097038095,396.134413978,42.4850247072,35.4775994102
 03/08  11:00:00,1331.65641619,110.039536745,439.81462342,0.0,243.2593065,310.10971186,472.288152727,365.780123853,70.808374512,35.6996543619
 03/08  12:00:00,1319.6231402,111.436734638,424.080542864,0.0,243.2593065,310.10971186,466.002685999,350.48407121,70.808374512,44.7102402763
 03/08  13:00:00,1248.94679821,112.853326061,391.430268613,0.0,243.2593065,310.10971186,443.865124882,337.477993853,70.808374512,35.5787565172
 03/08  14:00:00,1273.42791243,114.064933462,379.876483574,0.0,243.2593065,302.612436532,416.873297481,315.517949871,56.6466996096,44.7086480004
 03/08  15:00:00,1280.37552145,114.764444831,386.598525031,0.0,243.2593065,302.612436532,396.53167174,309.421425403,42.4850247072,44.6252216306
 03/08  16:00:00,1293.97954893,115.178760545,401.118180797,0.0,243.2593065,302.612436532,414.28263941,322.016609916,56.6466996096,35.6193298844
 03/08  17:00:00,1309.98086871,115.139748066,411.275924887,0.0,243.2593065,310.10971186,463.170893375,342.775636993,84.9700494144,35.4252069674
 03/08  18:00:00,1336.39825555,114.80303508,439.918867044,0.0,243.2593065,310.10971186,475.447512064,372.946528725,84.9700494144,17.5309339251
 03/08  19:00:00,1076.54757249,102.087533008,445.134267548,0.0,166.938926447,199.110933808,502.313190286,399.873174713,84.9700494144,17.4699661586
 03/08  20:00:00,1064.20801476,102.087533008,440.483210846,0.0,166.938926447,191.61365848,491.434835309,417.320087399,56.6466996096,17.4680483012
 03/08  21:00:00,926.79959921,102.087533008,437.637291179,0.0,100.150657288,124.558693486,538.274866872,464.159415573,56.6466996096,17.4687516887
 03/08  22:00:00,884.883982973,102.087533008,435.431911828,0.0,100.150657288,124.558693486,534.225040803,474.31745087,42.4850247072,17.4225652255
 03/08  23:00:00,817.020270117,102.087533008,435.121140023,0.0,46.0930336215,124.558693486,538.255482525,492.513617855,28.3233498048,17.4185148646
 03/08  24:00:00,818.889372665,102.087533008,435.716664362,0.0,46.0930336215,124.558693486,519.998401076,497.119096824,14.1616749024,8.71762934888
 03/09  01:00:00,804.786927744,102.087533008,434.554871549,0.0,46.0930336215,113.312780494,527.689921467,504.607380384,5.66466996096,17.4178711215
 03/09  02:00:00,801.433534615,102.087533008,431.528362656,0.0,46.0930336215,113.312780494,534.606520597,511.526190032,5.66466996096,17.4156606041
